country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,count
Germany,2005,DEU,81212168.0,2945460994048.0,84.707,9.144,245.528,19.94,181.13,14.71,2.398,0.503,546.271,-4.324,-42.723,11640.955,945.387,3547.99,288.14,-3.152,-21.414,8101.381,657.931,46.979,23.858,608.77,7496.044,613.34,17.254,-1.179,-47.258,48793.613,1.345,-1.739,-58.555,4763.572,386.86,40735.957,3308.255,63.074,83.486,1.644,14.6,902.81,888.906,72.19,11116.689,-3.448,-5.908,2036.97,165.427,11.77,22.783,335.05,-5.34,-3.55,56.232,241.836,19.64,692.405,3.202,1.419,4.49,11.297,654.38,2788.745,226.48,8057.658,36.926,16.514,-4.57,-0.751,-2.41,-13.986,447.986,2007.704,163.05,5516.237,26.584,11.305,-2.042,-30.432,1460.058,326.675,26.53,17978.311,-1.706,-0.737,522.861,42.463,4.325,36.846,46.949,14.71,0.0,38.286,12.998,181.13,0.0,578.102,2.398,0.0,1.185,7552.317,3962.635,21.257,25.284,206.394,781.041,63.43,2541.421,10.342,5.209,134.829,2.14,3.745,16.131,1.31,46.118,0.214,0.095,6.745,4.551,79.528,341.944,27.77,979.268,4.528,2.007,1
Germany,2006,DEU,81177816.0,3086359199744.0,59.473,11.859,391.717,31.799,233.315,18.94,3.005,0.783,536.163,4.011,37.924,12113.054,983.311,3559.224,288.93,-5.696,-37.477,7643.141,620.453,45.847,24.205,613.22,7554.034,630.2,17.35,2.517,99.752,50043.066,1.316,1.583,52.362,4808.826,390.37,41398.223,3360.617,61.944,82.725,1.912,17.258,920.069,920.572,74.73,11333.994,-1.212,-2.005,2013.137,163.422,11.858,22.648,337.89,2.001,0.765,56.996,246.742,20.03,702.117,3.178,1.403,10.269,47.39,701.77,2954.379,239.83,8644.846,38.056,17.275,-16.98,-2.769,2.648,8.97,456.955,2060.538,167.27,5629.066,26.542,11.248,-0.193,-2.821,1457.237,329.031,26.71,17951.174,0.937,0.398,527.986,42.861,4.238,35.871,60.445,18.94,0.0,28.746,13.496,233.315,0.0,744.601,3.005,0.0,1.488,7763.205,4062.387,25.174,38.42,244.814,893.84,72.56,3015.78,11.514,6.026,73.165,2.699,6.445,27.963,2.27,79.392,0.36,0.159,12.782,9.601,89.129,385.82,31.32,1097.953,4.97,2.194,1
Germany,2007,DEU,81183832.0,3220275724288.0,13.672,4.348,445.241,36.146,303.262,24.62,3.901,0.928,551.783,2.54,24.976,12419.798,1008.287,3659.596,297.1,1.996,12.382,7795.097,632.836,47.077,25.897,614.54,7569.734,631.1,18.134,-4.159,-168.964,47958.113,1.209,-4.36,-146.51,4941.008,401.13,39590.488,3214.107,63.56,82.552,-3.664,-33.707,886.362,954.008,77.45,10917.961,-8.398,-13.725,1843.931,149.697,12.272,22.766,348.23,5.686,2.864,59.861,260.766,21.17,737.348,3.354,1.537,-2.061,-22.454,679.316,2832.707,229.97,8367.628,36.44,17.448,-16.56,-2.695,-16.027,-75.634,381.321,1731.01,140.53,4697.009,22.267,9.794,-9.455,-137.778,1319.459,327.405,26.58,16252.727,-1.829,-0.784,518.29,42.077,4.212,33.889,78.579,24.62,0.0,30.001,18.134,303.262,0.0,967.914,3.901,0.0,2.018,7773.715,3893.423,20.337,53.18,297.995,1101.697,89.44,3670.618,14.172,7.654,38.499,2.425,8.87,38.678,3.14,109.261,0.498,0.228,29.316,25.409,114.538,498.991,40.51,1410.853,6.419,2.942,1
Germany,2008,DEU,81217488.0,3289020366848.0,-12.259,-4.431,390.498,31.715,345.0,28.02,4.432,0.806,525.408,-7.585,-76.479,11473.0,931.808,3388.556,275.21,-7.936,-50.22,7173.526,582.616,43.526,23.682,612.19,7537.662,632.29,18.063,1.059,41.243,48446.047,1.196,0.366,11.776,4794.903,389.43,39719.078,3225.884,61.59,81.986,0.975,8.644,895.006,1089.421,88.48,11019.871,-8.916,-13.347,1678.834,136.351,13.994,22.747,332.21,-3.434,-2.415,57.446,251.67,20.44,707.311,3.233,1.46,3.289,29.466,708.783,2990.243,242.86,8726.97,38.41,18.014,-20.1,-3.283,5.865,19.859,401.18,1828.301,148.49,4939.579,23.484,10.196,6.034,79.611,1399.069,316.927,25.74,17226.207,-9.279,-3.904,470.005,38.173,4.071,35.558,89.479,28.04,0.02,13.882,10.9,345.246,0.246,1101.721,4.435,0.003,2.274,7785.146,3934.666,0.405,9.607,307.602,1161.942,94.37,3787.39,14.925,7.818,43.704,3.797,12.668,55.53,4.51,155.973,0.713,0.322,2.168,1.756,116.294,509.496,41.38,1431.887,6.544,2.956,1
Germany,2009,DEU,81260624.0,3136502104064.0,-0.639,-0.203,387.797,31.513,380.135,30.89,5.254,0.853,521.549,-10.465,-97.516,10266.872,834.292,3118.977,253.45,-7.348,-42.813,6642.857,539.803,43.107,22.596,575.69,7084.489,587.96,17.92,-6.163,-242.488,45436.254,1.177,-6.431,-207.452,4392.657,356.95,37145.078,3018.432,60.71,81.752,-5.665,-50.705,844.301,987.809,80.27,10390.04,-6.519,-8.889,1568.554,127.462,13.652,22.867,306.65,-6.907,-4.298,53.148,234.185,19.03,654.045,3.237,1.439,-4.492,-35.036,673.746,2842.828,231.01,8291.177,39.29,18.248,-12.27,-2.131,-9.306,-39.579,361.601,1660.46,134.93,4449.891,22.949,9.794,-4.234,-59.231,1339.838,285.87,23.23,16488.162,-8.584,-3.277,429.433,34.896,3.951,36.289,98.643,30.91,0.02,10.241,9.164,380.381,0.246,1213.907,5.257,0.003,2.672,7235.485,3692.178,1.188,4.543,312.145,1182.369,96.08,3841.286,16.341,8.454,48.957,6.085,18.753,82.697,6.72,230.777,1.143,0.508,-4.748,-6.206,110.089,485.106,39.42,1354.761,6.705,2.982,1
Germany,2010,DEU,81325088.0,3301123031040.0,0.094,0.03,387.854,31.542,417.091,33.92,5.434,0.82,516.637,7.417,61.88,11019.628,896.172,3232.582,262.89,-1.113,-6.008,6563.718,533.795,42.116,23.294,609.26,7491.661,624.21,18.294,4.197,154.973,47305.836,1.165,3.846,116.097,4650.963,378.24,38543.195,3134.529,60.595,81.477,4.313,36.411,880.712,1091.422,88.76,10829.53,-12.727,-16.222,1367.843,111.24,14.22,22.893,322.49,10.099,5.009,58.157,257.608,20.95,715.114,3.356,1.512,5.713,38.876,712.622,3024.528,245.97,8762.64,39.405,18.523,-14.95,-2.454,4.168,12.761,374.362,1728.372,140.56,4603.274,22.518,9.731,1.329,17.806,1357.644,326.959,26.59,16694.041,-10.91,-3.807,382.276,31.089,4.26,35.29,108.367,33.95,0.03,9.862,9.724,417.46,0.369,1332.52,5.439,0.005,2.817,7675.492,3847.151,7.348,26.115,338.261,1296.156,105.41,4159.365,16.887,8.792,78.153,14.451,33.204,147.064,11.96,408.29,1.916,0.863,-2.215,-3.098,106.99,474.023,38.55,1315.587,6.176,2.781,1
Germany,2011,DEU,81423384.0,3467712921600.0,4.141,1.306,403.426,32.848,453.064,36.89,6.098,0.885,529.669,1.631,14.619,11185.866,910.791,3223.398,262.46,1.815,9.688,6674.771,543.482,43.382,24.546,601.23,7383.996,605.0,18.345,-3.55,-136.567,45571.484,1.07,-3.25,-101.86,4576.081,372.6,37245.68,3032.669,61.587,81.73,-8.187,-72.105,808.607,1052.155,85.67,9930.896,-5.92,-6.585,1285.313,104.655,14.16,21.792,320.45,-15.664,-9.409,48.748,217.014,17.67,598.7,2.921,1.314,-4.42,-34.707,677.916,2854.217,232.4,8325.809,38.413,18.27,-3.77,-0.627,-23.183,-88.541,285.821,1326.032,107.97,3510.303,17.846,7.703,-3.268,-44.373,1313.271,300.528,24.47,16128.915,4.082,1.269,397.399,32.358,4.045,35.393,117.812,36.91,0.02,8.71,9.444,453.31,0.246,1446.903,6.101,0.003,3.175,7430.297,3710.584,14.836,53.834,392.095,1528.185,124.43,4815.506,20.567,10.567,67.107,21.944,55.148,245.507,19.99,677.302,3.304,1.486,29.341,30.548,137.538,612.355,49.86,1689.174,8.241,3.707,1
Germany,2012,DEU,81545568.0,3482225475584.0,6.528,2.144,429.117,34.993,529.765,43.2,6.97,0.93,534.164,2.776,25.283,11479.154,936.074,3387.431,276.23,2.229,12.113,6813.311,555.595,44.567,24.883,599.27,7348.897,619.81,18.611,1.383,51.332,46132.684,1.08,0.656,19.895,4622.569,376.95,37433.844,3052.564,60.817,81.144,0.308,2.493,811.101,931.381,75.95,9946.593,-9.594,-10.041,1160.256,94.614,12.254,21.561,331.08,23.111,10.903,59.651,266.722,21.75,731.503,3.509,1.586,4.755,31.437,709.352,2978.212,242.86,8698.844,39.183,18.856,-20.54,-3.428,-7.883,-24.127,261.694,1219.686,99.46,3209.177,16.047,6.956,-0.6,-7.882,1305.389,303.757,24.77,16008.096,0.274,0.089,397.891,32.446,3.996,34.7,137.981,43.23,0.03,17.122,20.169,530.133,0.368,1692.074,6.975,0.005,3.668,7600.781,3761.916,13.431,55.563,447.658,1758.526,143.4,5489.667,23.136,11.9,33.78,18.182,73.33,327.915,26.74,899.256,4.314,1.949,3.656,4.165,141.703,633.756,51.68,1737.718,8.338,3.767,1
Germany,2013,DEU,81680592.0,3497463119872.0,-10.518,-3.681,383.346,31.312,557.17,45.51,7.227,0.809,538.027,2.919,27.324,11794.707,963.399,3528.378,288.2,-5.551,-30.839,6424.489,524.756,45.769,24.904,597.5,7315.079,629.69,18.369,2.834,106.601,47361.52,1.106,3.107,94.841,4657.777,380.45,38533.078,3147.405,60.419,81.359,4.764,38.643,849.743,820.268,67.0,10403.247,-9.061,-8.572,1053.387,86.041,10.64,21.966,338.79,5.714,3.028,62.679,281.585,23.0,767.369,3.653,1.62,0.968,11.761,721.113,3051.398,249.24,8828.446,39.581,18.641,-32.19,-5.387,-2.182,-7.252,254.443,1191.103,97.29,3115.092,15.45,6.577,2.212,28.873,1334.262,309.131,25.25,16335.122,0.83,0.269,400.532,32.716,4.01,34.49,145.494,45.59,0.08,5.467,7.513,558.15,0.979,1781.252,7.24,0.013,3.761,7709.175,3868.517,2.724,19.012,466.67,1860.295,151.95,5713.355,24.131,12.063,14.497,10.125,83.455,374.875,30.62,1021.724,4.863,2.157,2.045,2.027,143.73,645.686,52.74,1759.664,8.376,3.715,1
Germany,2014,DEU,81858824.0,3574741336064.0,4.852,1.519,401.073,32.831,589.918,48.29,7.804,0.885,521.681,-3.893,-37.504,11310.875,925.895,3352.235,274.41,-2.188,-11.48,6270.265,513.276,44.349,24.954,584.87,7144.862,618.75,19.009,-4.086,-158.052,45327.605,1.038,-5.854,-184.241,4394.028,359.69,36198.457,2963.163,58.132,79.86,-13.038,-110.793,738.95,740.421,60.61,9027.131,-6.06,-5.214,987.4,80.827,9.796,19.915,322.79,-14.832,-9.616,53.063,239.314,19.59,648.227,3.166,1.43,4.038,26.189,747.301,3164.717,259.06,9129.148,41.868,20.14,-33.88,-5.793,-0.165,-1.942,252.5,1186.555,97.13,3084.583,15.698,6.805,-2.694,-35.944,1298.318,301.372,24.67,15860.452,-6.742,-2.206,372.713,30.51,3.987,34.991,154.4,48.39,0.1,6.128,8.907,591.14,1.222,1886.179,7.821,0.016,4.161,7558.746,3710.465,6.269,28.131,494.801,1978.162,161.93,6044.565,26.171,13.335,15.764,12.577,96.032,433.063,35.45,1173.143,5.729,2.588,10.922,14.744,158.474,714.645,58.5,1935.944,9.455,4.271,1
Germany,2015,DEU,82073232.0,3628073746432.0,-6.254,-2.053,375.009,30.778,613.233,50.33,7.874,0.814,503.591,-1.171,-10.839,11149.26,915.056,3316.55,272.2,-2.994,-15.367,6066.648,497.909,42.586,24.202,590.89,7199.546,639.17,19.417,1.897,70.395,46066.906,1.042,0.606,17.971,4377.066,359.24,36322.855,2981.134,56.204,78.848,4.139,30.586,769.536,748.965,61.47,9376.213,-6.907,-5.583,916.795,75.244,9.617,20.353,321.88,-3.114,-1.959,51.105,231.257,18.98,622.67,2.969,1.352,6.449,52.424,799.726,3410.734,279.93,9744.049,43.796,21.152,-48.28,-8.171,-5.501,-15.309,237.191,1118.391,91.79,2889.992,14.361,6.273,-0.137,-1.776,1296.542,311.551,25.57,15797.383,-0.051,-0.016,371.548,30.494,4.001,34.292,160.996,50.46,0.13,4.285,6.596,614.817,1.584,1961.616,7.895,0.02,4.258,7787.801,3780.86,12.408,67.734,562.535,2292.343,188.14,6854.057,29.435,14.878,7.414,6.506,102.538,463.976,38.08,1249.343,5.958,2.712,37.826,58.644,217.118,982.294,80.62,2645.42,12.613,5.743,1
Germany,2016,DEU,82331432.0,3708980035584.0,0.235,0.072,374.713,30.851,618.597,50.93,7.939,0.803,498.301,-2.745,-25.121,10809.177,889.935,3179.223,261.75,-7.418,-36.937,5598.982,460.972,40.802,23.167,591.0,7178.303,641.52,19.063,1.603,60.591,46658.379,1.036,2.668,79.527,4466.824,367.76,37174.879,3060.661,57.326,79.675,10.306,79.311,848.847,979.213,80.62,10310.126,-7.993,-6.014,840.875,69.23,12.567,22.097,319.67,8.268,3.898,55.002,249.601,20.55,668.061,3.203,1.432,-1.959,-18.935,780.79,3325.097,273.76,9483.501,42.674,20.325,-50.52,-8.548,-7.792,-19.776,217.415,1027.918,84.63,2640.73,13.192,5.66,1.954,25.336,1321.879,308.388,25.39,16055.576,-2.805,-0.855,359.996,29.639,3.958,34.411,163.024,51.1,0.17,1.276,2.028,620.662,2.065,1980.091,7.965,0.026,4.244,7791.921,3841.451,0.487,0.841,563.375,2297.178,189.13,6842.771,29.482,14.666,-1.366,-1.999,100.539,456.205,37.56,1221.147,5.855,2.617,-0.868,-3.159,213.96,970.711,79.92,2598.759,12.458,5.57,1
Hungary,2009,HUN,10008581.0,195180904448.0,2.704,0.051,194.982,1.951,232.8,2.33,6.488,0.716,343.915,-15.8,-5.577,2969.185,29.717,633.456,6.34,-8.12,-1.599,1808.129,18.097,17.655,10.898,41.42,4138.449,35.91,14.922,-7.216,-21.208,27245.459,1.397,-9.93,-24.296,1757.492,17.59,22019.047,220.379,48.984,80.817,-13.341,-16.386,106.436,1041.107,10.42,10634.513,13.955,3.622,2955.178,29.577,29.017,39.032,12.35,7.042,0.038,0.637,22.98,0.23,63.619,0.64,0.234,6.277,3.088,52.309,1830.429,18.32,5226.412,51.016,19.183,5.51,13.303,4.103,1.383,41.34,1541.677,15.43,4130.431,42.969,15.16,-2.696,-2.333,84.226,82.929,0.83,8415.349,-1.292,-0.205,1568.301,15.696,2.311,30.887,7.454,2.33,0.0,20.485,1.267,232.8,0.0,744.741,6.488,0.0,2.733,3587.921,272.688,13.845,1.705,10.969,288.752,2.89,1095.981,8.048,4.023,0.0,0.0,0.003,0.0,0.0,0.279,0.0,0.001,61.463,0.348,0.924,32.972,0.33,92.36,0.919,0.339,1
Hungary,2010,HUN,9986832.0,200496578560.0,3.47,0.068,202.188,2.019,230.303,2.3,6.156,0.727,341.006,5.355,1.591,3135.001,31.309,623.821,6.23,2.392,0.433,1855.42,18.53,16.676,11.269,42.56,4261.612,37.36,15.23,1.884,5.139,27819.338,1.386,1.874,4.13,1860.45,18.58,22480.566,224.51,49.732,80.809,7.251,7.718,114.154,1161.53,11.6,11430.469,-2.275,-0.673,2894.249,28.904,31.049,41.088,12.74,-17.544,-0.115,0.522,19.025,0.19,52.25,0.509,0.188,2.569,1.008,53.317,1880.476,18.78,5338.771,50.268,19.191,5.2,12.218,2.172,0.639,41.978,1578.078,15.76,4203.374,42.184,15.11,-6.149,-5.179,79.047,75.099,0.75,7915.096,-11.182,-1.755,1395.969,13.941,2.007,28.452,7.332,2.3,0.0,-1.627,-0.121,230.303,0.0,734.216,6.156,0.0,2.639,3740.926,277.827,3.832,0.37,11.339,302.398,3.02,1135.398,8.084,4.081,0.0,0.0,0.003,0.0,0.0,0.278,0.0,0.001,59.215,0.538,1.463,53.07,0.53,146.466,1.419,0.526,1
Hungary,2011,HUN,9953247.0,208407609344.0,-8.741,-0.176,185.138,1.843,186.874,1.86,5.164,0.684,341.199,0.763,0.239,3169.567,31.547,651.044,6.48,3.275,0.607,1922.642,19.137,17.99,11.707,42.66,4286.039,36.02,15.13,-3.01,-8.363,27072.971,1.293,-2.978,-6.686,1770.277,17.62,21884.672,217.824,48.917,80.836,-4.397,-5.019,109.135,1079.045,10.74,10964.791,-5.352,-1.547,2748.583,27.357,29.817,40.501,12.29,18.085,0.091,0.612,22.103,0.22,61.53,0.611,0.227,-2.681,-1.677,51.64,1848.643,18.4,5188.299,51.083,19.164,6.64,15.565,-0.482,-0.457,41.521,1576.37,15.69,4171.634,43.559,15.409,-2.411,-1.906,77.141,40.188,0.4,7750.313,-10.748,-1.498,1250.139,12.443,1.11,28.627,5.934,1.86,0.0,-19.068,-1.398,186.874,0.0,596.218,5.164,0.0,2.202,3618.919,269.464,-9.568,-1.22,10.119,272.273,2.71,1016.666,7.524,3.755,0.0,0.0,0.003,0.0,0.0,0.277,0.0,0.001,18.786,0.264,1.727,63.296,0.63,173.503,1.749,0.641,1
Hungary,2012,HUN,9922133.0,205802045440.0,-2.982,-0.055,180.18,1.788,166.295,1.65,4.766,0.712,332.756,-3.785,-1.194,3059.168,30.353,638.976,6.34,-2.369,-0.453,1882.984,18.683,18.313,12.087,42.59,4292.424,34.62,15.737,-6.809,-18.348,25308.668,1.22,-8.288,-18.053,1631.706,16.19,20133.857,199.771,46.765,79.553,-10.753,-11.736,97.4,947.377,9.4,9816.409,-16.414,-4.49,2304.637,22.867,27.152,38.787,11.52,-4.054,-0.028,0.584,21.165,0.21,58.862,0.607,0.233,-0.038,-0.295,51.345,1857.464,18.43,5174.811,53.235,20.447,7.97,18.713,0.688,0.032,41.554,1591.392,15.79,4187.99,45.609,16.548,-6.641,-5.123,72.018,45.353,0.45,7258.28,-0.132,-0.016,1252.4,12.426,1.3,28.679,5.283,1.65,0.0,-10.974,-0.651,166.295,0.0,532.456,4.766,0.0,2.104,3489.169,251.116,-2.544,-0.328,9.791,266.072,2.64,986.821,7.626,3.899,700.0,0.019,0.022,1.008,0.01,2.211,0.029,0.009,23.192,0.388,2.115,77.604,0.77,213.112,2.224,0.842,1
Hungary,2013,HUN,9894637.0,209511661568.0,-11.759,-0.21,159.435,1.578,184.949,1.83,6.046,0.663,317.476,-12.442,-3.777,2685.994,26.577,636.709,6.3,0.327,0.061,1894.39,18.744,20.813,11.165,42.15,4259.884,30.27,14.585,-5.207,-13.075,24057.619,1.136,-5.985,-11.956,1224.906,12.12,18981.432,187.814,40.04,78.9,-6.774,-6.598,90.801,559.899,5.54,9176.829,-12.653,-2.893,2018.616,19.973,18.302,38.145,9.61,0.0,-0.004,0.581,21.224,0.21,58.67,0.694,0.244,-2.437,-1.118,50.227,1834.327,18.15,5076.187,59.96,21.1,11.88,28.185,-2.681,-1.358,40.196,1553.367,15.37,4062.415,50.776,16.886,-2.196,-1.582,70.436,28.298,0.28,7118.609,-1.377,-0.171,1238.587,12.255,0.925,29.59,5.848,1.83,0.0,10.695,0.565,184.949,0.0,591.039,6.046,0.0,2.457,3059.233,238.041,-1.567,0.24,10.031,280.96,2.78,1013.772,9.184,4.214,212.5,0.046,0.068,2.021,0.02,6.886,0.066,0.029,-6.908,-0.158,1.957,72.767,0.72,197.743,2.379,0.822,1
Hungary,2014,HUN,9867906.0,218378633216.0,37.995,0.599,220.608,2.177,215.851,2.13,7.247,0.914,300.102,-1.151,-0.306,2662.275,26.271,607.018,5.99,-1.475,-0.276,1871.513,18.468,20.381,11.026,42.78,4335.266,29.39,14.209,0.096,0.227,24145.828,1.091,-1.047,-1.966,1072.163,10.58,18833.666,185.849,35.999,78.0,-10.578,-9.605,81.196,429.676,4.24,8228.303,-6.932,-1.384,1883.782,18.589,14.427,34.078,8.82,41.315,0.235,0.815,30.402,0.3,82.635,1.021,0.342,6.289,2.193,52.42,1906.179,18.81,5312.163,64.001,22.0,13.39,31.3,1.815,0.485,40.681,1585.949,15.65,4122.534,53.249,17.073,11.281,7.946,78.382,35.469,0.35,7943.089,-10.416,-1.276,1112.586,10.979,1.191,32.896,6.787,2.13,0.0,16.048,0.939,215.851,0.0,687.747,7.247,0.0,2.848,2978.342,238.269,22.037,1.708,11.739,320.23,3.16,1189.629,10.752,4.927,168.0,0.113,0.182,7.094,0.07,18.394,0.238,0.076,-8.548,-0.178,1.779,66.883,0.66,180.244,2.246,0.746,1
Hungary,2015,HUN,9844250.0,226474622976.0,-7.215,-0.157,205.184,2.02,219.417,2.16,7.122,0.805,299.044,3.635,0.955,2765.684,27.226,588.161,5.79,-4.387,-0.81,1793.701,17.658,19.09,10.845,44.02,4471.646,30.33,13.824,5.36,12.771,25501.146,1.108,6.714,12.478,1145.847,11.28,20146.443,198.327,37.191,79.002,7.279,5.911,87.107,519.085,5.11,8848.481,-4.751,-0.883,1798.604,17.706,16.848,34.698,9.07,-22.259,-0.185,0.63,23.364,0.23,64.013,0.758,0.251,0.511,0.293,52.713,1935.14,19.05,5354.702,62.809,20.998,13.69,31.1,1.187,0.238,40.919,1608.045,15.83,4156.608,52.193,16.3,7.16,5.612,83.994,38.601,0.38,8532.279,3.072,0.337,1149.523,11.316,1.253,33.458,6.898,2.16,0.0,1.646,0.112,219.417,0.0,700.75,7.122,0.0,2.748,3080.986,251.04,-1.475,0.055,11.794,327.094,3.22,1198.093,10.617,4.698,110.448,0.198,0.38,14.221,0.14,38.572,0.462,0.151,5.553,0.088,1.866,70.092,0.69,189.576,2.275,0.743,1
Hungary,2016,HUN,9815106.0,231459340288.0,6.844,0.138,219.877,2.158,210.899,2.07,6.493,0.845,300.188,-6.316,-1.72,2598.699,25.507,573.606,5.63,-3.675,-0.649,1732.905,17.009,17.66,9.983,44.59,4542.998,31.88,14.247,1.775,4.455,26030.773,1.104,2.007,3.981,1281.698,12.58,20611.85,202.307,39.46,79.183,7.181,6.256,93.362,660.207,6.48,9512.095,3.894,0.689,1874.188,18.395,20.326,36.542,9.57,10.684,0.063,0.693,26.49,0.26,70.641,0.816,0.271,1.834,0.474,53.187,1966.357,19.3,5418.923,60.54,20.817,12.71,28.504,1.386,0.322,41.24,1635.234,16.05,4201.737,50.345,16.141,-0.661,-0.555,83.439,47.885,0.47,8501.055,11.144,1.261,1281.414,12.577,1.474,32.658,6.611,2.07,0.0,-4.165,-0.287,210.899,0.0,673.559,6.493,0.0,2.588,3248.054,255.495,3.186,0.152,11.947,331.122,3.25,1217.187,10.194,4.676,73.05,0.273,0.653,24.452,0.24,66.55,0.753,0.256,-1.299,-0.035,1.831,69.281,0.68,186.559,2.133,0.717,1
Romania,2010,ROU,20335212.0,335489564672.0,180.791,0.853,65.136,1.325,5.409,0.11,0.182,0.334,424.528,-6.525,-5.717,4027.24,81.895,1016.955,20.68,-10.08,-7.697,3376.298,68.658,34.227,20.658,58.15,2859.572,60.42,17.719,1.097,4.301,19494.453,1.182,-2.832,-8.969,1401.51,28.5,15133.654,307.746,47.17,77.631,1.966,2.42,125.469,357.016,7.26,6170.037,-3.578,-3.72,4929.11,100.234,12.016,31.65,25.65,27.997,11.805,55.187,977.615,19.88,2713.856,32.903,13.921,19.699,13.27,88.678,1569.691,31.92,4360.798,52.83,22.369,-2.27,-3.904,-1.098,-0.537,30.957,571.423,11.62,1522.339,19.232,7.809,-5.348,-5.672,100.382,27.538,0.56,4936.378,-4.691,-2.454,2451.797,49.858,0.927,25.322,0.354,0.11,0.0,1010.0,0.322,5.409,0.0,17.425,0.182,0.0,0.089,2971.201,396.424,34.949,13.807,57.721,998.268,20.3,2838.458,33.598,14.56,100.0,0.003,0.006,0.0,0.0,0.276,0.0,0.001,3300.0,0.824,0.849,15.244,0.31,41.766,0.513,0.214,1
Romania,2011,ROU,20220286.0,350086823936.0,63.413,0.84,107.046,2.164,9.891,0.2,0.324,0.53,490.615,16.57,13.57,4721.251,95.465,1225.502,24.78,12.85,8.822,3831.805,77.48,40.097,23.379,59.89,2961.877,61.8,17.156,3.006,11.917,20194.619,1.166,7.228,22.243,1668.127,33.73,16319.691,329.989,54.579,80.812,2.935,3.683,129.152,413.446,8.36,6387.236,0.559,0.561,4984.845,100.795,13.528,31.628,30.32,-25.927,-14.557,40.629,728.476,14.73,2009.342,23.835,9.95,-9.094,-10.326,78.352,1388.21,28.07,3874.927,45.421,19.188,-1.91,-3.189,1.069,0.14,31.097,581.1,11.75,1537.917,19.013,7.615,4.971,4.99,105.372,29.179,0.59,5211.204,-1.516,-0.756,2428.346,49.102,0.955,25.805,0.632,0.2,0.0,78.378,0.278,9.891,0.0,31.259,0.324,0.0,0.155,3056.336,408.341,-14.557,-10.466,47.255,807.11,16.32,2337.011,26.408,11.572,-50.5,-0.003,0.003,0.0,0.0,0.136,0.0,0.001,353.268,2.977,3.826,68.743,1.39,189.228,2.249,0.937,1
