Region_Tech_Desc,Category,Data_Type,Year,Electricity_Output_GWh,Grid_Connection,Miscellaneous
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Nigeria,6441.6
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Nigeria,6441.6
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Nigeria,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Nigeria,2080.4
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Nigeria,2080.4
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Nigeria,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Niue,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Niue,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Niue,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Niue,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Niue,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Niue,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Niue,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Niue,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Niue,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Niue,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Niue,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Niue,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Niue,-
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Niue,-
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Niue,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Niue,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Niue,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Niue,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,North Macedonia,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,North Macedonia,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,North Macedonia,1170
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,North Macedonia,1170
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,North Macedonia,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,North Macedonia,443
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,North Macedonia,443
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,North Macedonia,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Norway,31
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Norway,31
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Norway,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Norway,13
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Norway,13
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Norway,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Norway,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Norway,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Norway,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Norway,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Norway,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Norway,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Norway,141818
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Norway,141818
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Norway,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Norway,26766
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Norway,26766
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Norway,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Oman,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Oman,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Oman,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Oman,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Oman,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Oman,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Oman,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Oman,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Oman,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Oman,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Oman,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Oman,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Oman,-
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Oman,-
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Oman,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Oman,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Oman,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Oman,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Pakistan,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Pakistan,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Pakistan,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Pakistan,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Pakistan,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Pakistan,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Pakistan,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Pakistan,18275.67
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Pakistan,18273.5
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Pakistan,2.17
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Pakistan,4960.29
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Pakistan,4959.7
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Pakistan,0.59
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Palau,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Palau,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Palau,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Palau,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Palau,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Palau,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Palau,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Palau,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Palau,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Palau,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Palau,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Palau,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Palau,-
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Palau,-
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Palau,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Palau,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Palau,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Palau,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Panama,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Panama,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Panama,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Panama,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Panama,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Panama,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Panama,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Panama,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Panama,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Panama,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Panama,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Panama,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Panama,3418.05
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Panama,3418.05
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Panama,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Panama,613.47
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Panama,613.47
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Panama,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Papua New Guinea,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Papua New Guinea,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Papua New Guinea,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Papua New Guinea,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Papua New Guinea,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Papua New Guinea,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Papua New Guinea,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Papua New Guinea,980.42
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Papua New Guinea,650.13
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Papua New Guinea,330.29
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Papua New Guinea,198.16
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Papua New Guinea,131.4
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Papua New Guinea,66.76
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Paraguay,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Paraguay,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Paraguay,53481.4
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Paraguay,53481.4
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Paraguay,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Paraguay,8100
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Paraguay,8100
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Paraguay,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Peru,0.8
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Peru,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Peru,0.8
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Peru,0.7
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Peru,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Peru,0.7
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Peru,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Peru,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Peru,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Peru,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Peru,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Peru,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Peru,16175.4
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Peru,15608
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Peru,567.4
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Peru,2856.9
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Peru,2709.9
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Peru,147
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Philippines (the),-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Philippines (the),-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Philippines (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Philippines (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Philippines (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Philippines (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Philippines (the),-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Philippines (the),7328.2
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Philippines (the),7318.22
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Philippines (the),9.98
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Philippines (the),1930.57
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Philippines (the),1928.1
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Philippines (the),2.47
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Poland,5
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Poland,5
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Poland,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Poland,4
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Poland,4
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Poland,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Poland,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Poland,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Poland,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Poland,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Poland,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Poland,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Poland,2106
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Poland,2106
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Poland,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Poland,509
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Poland,509
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Poland,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Portugal,168
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Portugal,168
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Portugal,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Portugal,83
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Portugal,83
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Portugal,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Portugal,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Portugal,11323
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Portugal,11323
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Portugal,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Portugal,3918
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Portugal,3918
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Portugal,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Puerto Rico,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Puerto Rico,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Puerto Rico,119.5
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Puerto Rico,119.5
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Puerto Rico,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Puerto Rico,98.1
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Puerto Rico,98.1
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Puerto Rico,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Qatar,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Qatar,-
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Qatar,-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Republic of Korea (the),17
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Republic of Korea (the),17
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Republic of Korea (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Republic of Korea (the),14
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Korea (the),14
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Korea (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Korea (the),-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Republic of Korea (the),4010
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Republic of Korea (the),4010
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Republic of Korea (the),-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Republic of Korea (the),1549
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Korea (the),1549
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Korea (the),-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Moldova (the),-
South America,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Moldova (the),-
South America,Renewable hydropower,Electricity Generation (GWh),All,2000.0,Republic of Moldova (the),377
South America,Renewable hydropower,Electricity Generation (GWh),On-grid,2000.0,Republic of Moldova (the),377
South America,Renewable hydropower,Electricity Generation (GWh),Off-grid,2000.0,Republic of Moldova (the),-
South America,Renewable hydropower,Electricity Installed Capacity (MW),All,2000.0,Republic of Moldova (the),64
South America,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,2000.0,Republic of Moldova (the),64
South America,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2000.0,Republic of Moldova (the),-
South America,Onshore wind energy,Electricity Generation (GWh),All,2000.0,Réunion,-
South America,Onshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Réunion,-
South America,Onshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Réunion,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Réunion,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Réunion,-
South America,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Réunion,-
South America,Offshore wind energy,Electricity Generation (GWh),All,2000.0,Réunion,-
South America,Offshore wind energy,Electricity Generation (GWh),On-grid,2000.0,Réunion,-
South America,Offshore wind energy,Electricity Generation (GWh),Off-grid,2000.0,Réunion,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),All,2000.0,Réunion,-
South America,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,2000.0,Réunion,-
